class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
No_Moving,0.9059942364692688,0.4240662157535553,-0.36965611577033997,0.9999785423278809,0.9280432462692261,0.4501350522041321,-0.3567436933517456,0.9999418258666992,0.9283016324043274,0.4653189778327942,-0.35676610469818115,0.9999463558197021,0.9286845922470093,0.4795611798763275,-0.3571191430091858,0.9999587535858154,0.928675651550293,0.4103255271911621,-0.3401947617530823,0.9999221563339233,0.9291125535964966,0.39994916319847107,-0.3399989604949951,0.99989914894104,0.9297126531600952,0.3904910981655121,-0.33989980816841125,0.9998996257781982,0.9220260381698608,0.5077399611473083,-0.21407851576805115,0.9999656677246094,0.9242879748344421,0.38580700755119324,-0.12844806909561157,0.9998804330825806,0.8773652911186218,0.45488688349723816,-0.3102487027645111,0.999988317489624,0.8786848783493042,0.4025021493434906,-0.2852725088596344,0.9999767541885376,0.8073471188545227,0.6115140318870544,-0.1610204428434372,0.9999891519546509,0.8059560656547546,0.323044091463089,-0.010046319104731083,0.9998282194137573,0.616474986076355,0.6843011975288391,-0.1253654658794403,0.9933586716651917,0.6349443793296814,0.27113109827041626,0.07051370292901993,0.878951370716095,0.45368069410324097,0.7586649656295776,-0.25473371148109436,0.9856508374214172,0.49390316009521484,0.18323533236980438,-0.07134044170379639,0.8574405312538147,0.40076908469200134,0.7854975461959839,-0.2917885184288025,0.9712206125259399,0.4508301317691803,0.15439537167549133,-0.10743929445743561,0.8327800035476685,0.3935714066028595,0.7565848231315613,-0.3563622534275055,0.972984254360199,0.44960498809814453,0.15857338905334473,-0.1692422777414322,0.8402498960494995,0.40784335136413574,0.7426057457923889,-0.2808748185634613,0.973889172077179,0.464470773935318,0.1750798225402832,-0.10269652307033539,0.8355801701545715,0.4476756155490875,0.5088826417922974,-0.01948363333940506,0.9993093013763428,0.4702373147010803,0.3287416696548462,0.019473763182759285,0.9986981153488159,0.1829783022403717,0.6934136152267456,-0.4873200058937073,0.988899827003479,0.29246559739112854,0.09193310141563416,-0.37993884086608887,0.9925345182418823,0.07044664025306702,0.39973458647727966,0.011120994575321674,0.9136734008789062,0.10964047908782959,0.35029494762420654,0.0975709855556488,0.9220408797264099,0.08006557822227478,0.3714595437049866,0.05765214562416077,0.6808810234069824,0.11229205131530762,0.38044998049736023,0.14121517539024353,0.7126314640045166,-0.058284759521484375,0.3847913146018982,-0.09002009779214859,0.8271727561950684,-0.021524786949157715,0.3153958022594452,0.018170926719903946,0.8350105881690979
No_Moving,0.9059804081916809,0.4143680930137634,-0.237970232963562,0.9999792575836182,0.9281061291694641,0.44320598244667053,-0.2446635514497757,0.9999437928199768,0.928331196308136,0.45891883969306946,-0.2445816993713379,0.9999484419822693,0.928693950176239,0.4744272530078888,-0.24478068947792053,0.9999598264694214,0.9287670850753784,0.4079861640930176,-0.2101331651210785,0.9999256730079651,0.9292235374450684,0.3981141448020935,-0.209924578666687,0.9999043941497803,0.9298145174980164,0.38901081681251526,-0.2098485231399536,0.9999045729637146,0.9214171171188354,0.5072058439254761,-0.17418158054351807,0.9999668002128601,0.9232349395751953,0.38921138644218445,-0.006794174201786518,0.9998863339424133,0.8776971101760864,0.438541978597641,-0.2031065970659256,0.9999887347221375,0.8787854313850403,0.39756280183792114,-0.1544400304555893,0.9999778270721436,0.8081286549568176,0.6114090085029602,-0.15567459166049957,0.9999895095825195,0.8057435750961304,0.3280411660671234,0.1085287556052208,0.99983811378479,0.6213213205337524,0.6841333508491516,-0.13033875823020935,0.9938164949417114,0.6346142888069153,0.27052628993988037,0.2137317955493927,0.8813932538032532,0.45341914892196655,0.7586309909820557,-0.24099087715148926,0.9867509603500366,0.4915769100189209,0.18122604489326477,0.06116209551692009,0.8666015863418579,0.4004901945590973,0.7862980961799622,-0.27297723293304443,0.9733135104179382,0.44748711585998535,0.15082287788391113,0.029688825830817223,0.8432494401931763,0.39381733536720276,0.7565852403640747,-0.3254532217979431,0.9749177694320679,0.4466685354709625,0.1564488261938095,-0.03136000037193298,0.8502959609031677,0.407519668340683,0.7423340082168579,-0.2597009539604187,0.9756973385810852,0.45836901664733887,0.17188914120197296,0.030456667765975,0.8455742597579956,0.4476253390312195,0.5084143877029419,-0.03691389411687851,0.9992980360984802,0.4659190773963928,0.3278261423110962,0.03678135946393013,0.9987061619758606,0.1829780489206314,0.6946333050727844,-0.4893198013305664,0.9897083044052124,0.29247966408729553,0.08936893939971924,-0.36282962560653687,0.9929789304733276,0.07317635416984558,0.4031231105327606,0.01109430193901062,0.9185315370559692,0.10964423418045044,0.3552289307117462,0.05735628679394722,0.927074670791626,0.08771955221891403,0.3766086995601654,0.0577937588095665,0.6917770504951477,0.11349371820688248,0.3851793706417084,0.0947735458612442,0.7283451557159424,-0.04732675105333328,0.3726957142353058,-0.07683808356523514,0.8362652063369751,-0.010024935938417912,0.34007728099823,-0.02008916437625885,0.8452998399734497
No_Moving,0.9060242772102356,0.4109627604484558,-0.21103230118751526,0.9999805688858032,0.9282504916191101,0.4403230547904968,-0.21430306136608124,0.999947190284729,0.9284501075744629,0.4561461806297302,-0.21422111988067627,0.9999517798423767,0.9287991523742676,0.472046434879303,-0.214399054646492,0.9999620914459229,0.9288558959960938,0.4069892168045044,-0.17931997776031494,0.9999305605888367,0.9293023347854614,0.39733877778053284,-0.17911122739315033,0.9999112486839294,0.9298719167709351,0.38839784264564514,-0.17902523279190063,0.9999110698699951,0.9212424159049988,0.5066152811050415,-0.142282634973526,0.9999688267707825,0.9226710200309753,0.39123478531837463,0.029126614332199097,0.9998941421508789,0.8781605958938599,0.4332347512245178,-0.17613434791564941,0.9999894499778748,0.8789420127868652,0.3959352374076843,-0.12698815762996674,0.9999793171882629,0.8087882995605469,0.611066997051239,-0.14304891228675842,0.9999900460243225,0.8046132326126099,0.3298153281211853,0.1483916938304901,0.9998482465744019,0.6238932609558105,0.6835968494415283,-0.13100847601890564,0.994262158870697,0.6326280236244202,0.26978203654289246,0.26111894845962524,0.8846212029457092,0.4534069895744324,0.7584982514381409,-0.23976020514965057,0.9878237843513489,0.49128079414367676,0.17892034351825714,0.10585622489452362,0.8758721351623535,0.4004647731781006,0.7866547107696533,-0.27175527811050415,0.9753689169883728,0.44716423749923706,0.14704591035842896,0.075260691344738,0.8538862466812134,0.3942742943763733,0.7564210891723633,-0.32247450947761536,0.9768238067626953,0.4465619623661041,0.1535908281803131,0.014440846629440784,0.8604673147201538,0.4074634909629822,0.7415474653244019,-0.2574212849140167,0.9774882197380066,0.4573819041252136,0.1685657650232315,0.0749892145395279,0.8557129502296448,0.44752246141433716,0.5081781148910522,-0.04484916478395462,0.9992926120758057,0.46281981468200684,0.3277748227119446,0.04469193518161774,0.9987171292304993,0.18234238028526306,0.6944827437400818,-0.5073646306991577,0.9904448390007019,0.29279667139053345,0.08889452368021011,-0.3634989261627197,0.9934352040290833,0.07362280786037445,0.4045582413673401,0.0041322968900203705,0.9232714772224426,0.10863000154495239,0.3591761887073517,0.03410697728395462,0.9321786761283875,0.08876587450504303,0.3786132037639618,0.052279092371463776,0.7018703818321228,0.1131984144449234,0.38712364435195923,0.06942085921764374,0.7437112331390381,-0.04273927956819534,0.3658349812030792,-0.08026118576526642,0.845196545124054,-0.03981627896428108,0.346096932888031,-0.05427386239171028,0.8555927872657776
No_Moving,0.9060247540473938,0.40871956944465637,-0.20926228165626526,0.999981701374054,0.9283126592636108,0.4379858374595642,-0.21352961659431458,0.9999502897262573,0.928544819355011,0.4535636901855469,-0.21345090866088867,0.9999549388885498,0.9288945198059082,0.4696461856365204,-0.213639497756958,0.9999642372131348,0.9288326501846313,0.40598660707473755,-0.17832094430923462,0.99993497133255,0.9292356371879578,0.3965584635734558,-0.17811116576194763,0.9999174475669861,0.9297211766242981,0.3877866566181183,-0.17801913619041443,0.9999168515205383,0.9211236834526062,0.5059729218482971,-0.1423320770263672,0.9999707937240601,0.9217394590377808,0.39227163791656494,0.028708893805742264,0.999901294708252,0.8784368634223938,0.43110814690589905,-0.17500187456607819,0.9999900460243225,0.8789636492729187,0.3950945734977722,-0.1255745142698288,0.9999805688858032,0.8092018961906433,0.6110635995864868,-0.14071057736873627,0.9999905824661255,0.8034458160400391,0.33108004927635193,0.1452137678861618,0.9998567700386047,0.6252051591873169,0.6835931539535522,-0.13118675351142883,0.9946510195732117,0.6316550374031067,0.26876428723335266,0.2616344094276428,0.8871692419052124,0.4533498287200928,0.7581008672714233,-0.23598989844322205,0.9887703657150269,0.49129968881607056,0.17659616470336914,0.11322347819805145,0.8836033344268799,0.4003947377204895,0.787092387676239,-0.2671223282814026,0.9771772623062134,0.4471352994441986,0.1425168365240097,0.08486819267272949,0.8628553152084351,0.3944082260131836,0.7561897039413452,-0.31678348779678345,0.9785025715827942,0.4465903341770172,0.14937543869018555,0.023197272792458534,0.869062066078186,0.40728726983070374,0.7407225966453552,-0.25281184911727905,0.9790642261505127,0.4573001265525818,0.1648540496826172,0.0821184441447258,0.8642794489860535,0.4475644528865814,0.5078054666519165,-0.04597761854529381,0.9992823600769043,0.46218952536582947,0.3276018798351288,0.04583602398633957,0.9987062215805054,0.18234646320343018,0.6944690942764282,-0.5191536545753479,0.9910305142402649,0.2933918833732605,0.0886644572019577,-0.3657793402671814,0.9937912225723267,0.07364866882562637,0.4047044515609741,-0.03301906958222389,0.9266286492347717,0.10826809704303741,0.361490398645401,0.004275870509445667,0.9357967972755432,0.08890339732170105,0.378998726606369,0.013701492920517921,0.709715723991394,0.11319606006145477,0.3901797831058502,0.03886270523071289,0.7540751099586487,-0.043082866817712784,0.36414068937301636,-0.11697977781295776,0.8514294624328613,-0.020027322694659233,0.35658252239227295,-0.08062703162431717,0.8628016710281372
No_Moving,0.9065324068069458,0.40886881947517395,-0.2208418846130371,0.9999828934669495,0.9288330078125,0.43795955181121826,-0.22285306453704834,0.9999533891677856,0.9289555549621582,0.4535107910633087,-0.22278006374835968,0.9999580383300781,0.9292193651199341,0.469555526971817,-0.22296340763568878,0.9999663829803467,0.929259181022644,0.405996173620224,-0.1879633367061615,0.9999393224716187,0.9295989274978638,0.3965654969215393,-0.18776081502437592,0.9999234676361084,0.9300069808959961,0.3877914249897003,-0.18766629695892334,0.999922513961792,0.9211233854293823,0.5059218406677246,-0.14718368649482727,0.9999727010726929,0.9217283129692078,0.39364612102508545,0.022512946277856827,0.9999081492424011,0.8795956373214722,0.4315486252307892,-0.18565332889556885,0.9999906420707703,0.879595160484314,0.3950675427913666,-0.13668864965438843,0.9999818801879883,0.8094903230667114,0.6110256910324097,-0.141958087682724,0.9999910593032837,0.8023830652236938,0.3317720592021942,0.14473386108875275,0.9998645186424255,0.6253235340118408,0.6835757493972778,-0.14871077239513397,0.9950395822525024,0.6297978758811951,0.26855066418647766,0.2611956000328064,0.8898863792419434,0.4531756341457367,0.7575927972793579,-0.2540028393268585,0.9896831512451172,0.49153032898902893,0.17534703016281128,0.11177104711532593,0.8913475275039673,0.39975112676620483,0.7871429324150085,-0.2849672734737396,0.9789257645606995,0.44716280698776245,0.13982346653938293,0.083192378282547,0.8716642260551453,0.39437341690063477,0.7559550404548645,-0.3294205069541931,0.9801284074783325,0.4468619227409363,0.14653770625591278,0.022357825189828873,0.8775017857551575,0.4067339301109314,0.7400127649307251,-0.26893189549446106,0.9805963039398193,0.4574514329433441,0.16243578493595123,0.0807771310210228,0.872769296169281,0.44756239652633667,0.5073274970054626,-0.048607293516397476,0.9992789030075073,0.46165451407432556,0.32760974764823914,0.04845866188406944,0.9987161159515381,0.18230970203876495,0.6944875717163086,-0.5164943933486938,0.9916382431983948,0.29380324482917786,0.08793727308511734,-0.3654654920101166,0.994176983833313,0.07411432266235352,0.40963444113731384,-0.025853518396615982,0.9302988052368164,0.10813058912754059,0.3621261417865753,0.017993340268731117,0.939928412437439,0.09059551358222961,0.3840465545654297,0.01952514611184597,0.7168603539466858,0.11312900483608246,0.391090989112854,0.05317847803235054,0.7657780051231384,-0.03511292487382889,0.36233821511268616,-0.10962655395269394,0.8581512570381165,-0.013057747855782509,0.3537021279335022,-0.06932652741670609,0.8709903359413147
No_Moving,0.9078037142753601,0.4089776277542114,-0.20163960754871368,0.9999837875366211,0.9298731088638306,0.43793854117393494,-0.20371267199516296,0.9999557733535767,0.9298888444900513,0.45348551869392395,-0.20365579426288605,0.9999605417251587,0.9300621747970581,0.4695315659046173,-0.20384149253368378,0.9999680519104004,0.9300673604011536,0.40588393807411194,-0.16819199919700623,0.9999427795410156,0.9302264451980591,0.396447092294693,-0.16798445582389832,0.9999284148216248,0.9304571151733398,0.3876592516899109,-0.16789153218269348,0.9999270439147949,0.9212530255317688,0.505841851234436,-0.13278217613697052,0.9999743103981018,0.9217300415039062,0.3939019739627838,0.04063046723604202,0.99991375207901,0.8811528086662292,0.43224266171455383,-0.1685449331998825,0.9999911189079285,0.8806718587875366,0.3949867784976959,-0.11854742467403412,0.9999828338623047,0.8104962110519409,0.6107472777366638,-0.14040353894233704,0.9999914765357971,0.80131596326828,0.3324775695800781,0.16135849058628082,0.9998701214790344,0.62647545337677,0.6835062503814697,-0.14837345480918884,0.9953881502151489,0.628089427947998,0.26854726672172546,0.27882927656173706,0.8903243541717529,0.4532810151576996,0.7566283941268921,-0.25473299622535706,0.9904979467391968,0.4918913245201111,0.1743186116218567,0.128957599401474,0.8975781202316284,0.39974290132522583,0.7871705293655396,-0.28588995337486267,0.9804800748825073,0.4472281336784363,0.1380666047334671,0.10163651406764984,0.8788715600967407,0.3946235775947571,0.7549221515655518,-0.33104556798934937,0.9815711975097656,0.44745564460754395,0.1443600207567215,0.03914649784564972,0.8844149112701416,0.4067313075065613,0.7381617426872253,-0.26928049325942993,0.9819504618644714,0.4575033187866211,0.16039253771305084,0.09713073074817657,0.8796403408050537,0.44757765531539917,0.5065259337425232,-0.04992058873176575,0.9992714524269104,0.46142998337745667,0.32741254568099976,0.04978562146425247,0.998713493347168,0.18228588998317719,0.6945769190788269,-0.5138121247291565,0.9921920895576477,0.29407912492752075,0.0874694436788559,-0.3650767207145691,0.9945226907730103,0.07414890080690384,0.4128674268722534,-0.02077941969037056,0.9337251782417297,0.10810144245624542,0.36210745573043823,0.02157553657889366,0.9435591697692871,0.09067836403846741,0.38638031482696533,0.024658534675836563,0.7236198782920837,0.11312345415353775,0.39126893877983093,0.05680268257856369,0.7757084369659424,-0.03153301030397415,0.36134448647499084,-0.10635553300380707,0.8644053339958191,-0.00799871888011694,0.35149165987968445,-0.065646693110466,0.8781551718711853
No_Moving,0.9079139828681946,0.40849122405052185,-0.20736058056354523,0.9999847412109375,0.9300411939620972,0.43722984194755554,-0.20908400416374207,0.9999582767486572,0.9300187826156616,0.4528581500053406,-0.209018275141716,0.9999629855155945,0.930149257183075,0.46914586424827576,-0.20919211208820343,0.9999697804450989,0.9301623106002808,0.4052853584289551,-0.17378833889961243,0.9999462962150574,0.9302778244018555,0.39595523476600647,-0.1735873520374298,0.9999332427978516,0.930479884147644,0.3872683644294739,-0.17349794507026672,0.9999316334724426,0.9211809039115906,0.5057852268218994,-0.13458998501300812,0.9999758005142212,0.92167729139328,0.39387044310569763,0.03736575320363045,0.9999192953109741,0.8812499046325684,0.43169233202934265,-0.1727639138698578,0.9999916553497314,0.8807471394538879,0.3947472870349884,-0.12311997264623642,0.9999838471412659,0.810507595539093,0.6106383800506592,-0.1398230493068695,0.9999918937683105,0.8011960983276367,0.3322499692440033,0.15674278140068054,0.9998774528503418,0.626671314239502,0.6832602024078369,-0.14698836207389832,0.9956814646720886,0.6275960206985474,0.2682900130748749,0.27667129039764404,0.8929796814918518,0.4536436200141907,0.755799412727356,-0.25785455107688904,0.9912104606628418,0.4923126697540283,0.1734856516122818,0.12704576551914215,0.9040767550468445,0.3997501730918884,0.787304162979126,-0.2897493243217468,0.9818543195724487,0.4476310610771179,0.13722139596939087,0.09841092675924301,0.8862630724906921,0.3947843909263611,0.7546189427375793,-0.3336280286312103,0.9828455448150635,0.4483281075954437,0.14345474541187286,0.036682628095149994,0.8914915919303894,0.4067002832889557,0.7373387217521667,-0.27257654070854187,0.9831408262252808,0.4579606056213379,0.15961219370365143,0.09565877914428711,0.8867526650428772,0.4475997984409332,0.5062478184700012,-0.05026020482182503,0.9992722868919373,0.46121349930763245,0.3268841803073883,0.05011768266558647,0.9987279176712036,0.18228481709957123,0.694189190864563,-0.5122789740562439,0.9926855564117432,0.29457274079322815,0.08748546987771988,-0.3711903691291809,0.9948539137840271,0.07440982013940811,0.41423356533050537,-0.01753285899758339,0.9371132254600525,0.11024937778711319,0.36136361956596375,0.02700846828520298,0.9467566013336182,0.09155820310115814,0.38757002353668213,0.028253618627786636,0.7296885848045349,0.11476357281208038,0.3911617696285248,0.06390374898910522,0.7848698496818542,-0.029322698712348938,0.36217814683914185,-0.10598989576101303,0.8707156181335449,-0.003253297181800008,0.3498453199863434,-0.05584236979484558,0.8846899271011353
No_Moving,0.9078295826911926,0.40831148624420166,-0.22154109179973602,0.9999855160713196,0.9300099611282349,0.43682920932769775,-0.2230895757675171,0.9999603033065796,0.9300028085708618,0.4524309039115906,-0.22302842140197754,0.9999649524688721,0.930139422416687,0.46883144974708557,-0.2232188880443573,0.9999711513519287,0.9300219416618347,0.4050658643245697,-0.18854621052742004,0.9999492168426514,0.9300991296768188,0.3957515358924866,-0.18834194540977478,0.9999372363090515,0.9302528500556946,0.38709384202957153,-0.18824928998947144,0.9999354481697083,0.9210947751998901,0.5057706832885742,-0.1424415409564972,0.9999770522117615,0.9213358163833618,0.3940230906009674,0.023377900943160057,0.9999239444732666,0.8812405467033386,0.43170633912086487,-0.18556097149848938,0.9999920725822449,0.8806377649307251,0.39474594593048096,-0.1368260532617569,0.9999846816062927,0.8106687664985657,0.610632061958313,-0.14520816504955292,0.9999922513961792,0.8010869026184082,0.33240851759910583,0.14548581838607788,0.9998837113380432,0.6272894144058228,0.6830907464027405,-0.1574009358882904,0.9959617853164673,0.6274394989013672,0.26806193590164185,0.26102495193481445,0.8950684070587158,0.4537373185157776,0.7553717494010925,-0.27269983291625977,0.9918698668479919,0.49218589067459106,0.17280171811580658,0.10924118757247925,0.909932017326355,0.3997928500175476,0.7874336838722229,-0.3060661852359772,0.9831159710884094,0.4472663402557373,0.13645367324352264,0.07973213493824005,0.8928537368774414,0.3949428200721741,0.7541952729225159,-0.35171186923980713,0.9840162396430969,0.4481041431427002,0.14282825589179993,0.01804705150425434,0.8977975249290466,0.4066910743713379,0.7366667985916138,-0.28843632340431213,0.9842347502708435,0.4576096534729004,0.15874429047107697,0.07785802334547043,0.8930952548980713,0.4476196765899658,0.5056517124176025,-0.050169698894023895,0.9992793798446655,0.4609439969062805,0.3267775774002075,0.05001812055706978,0.9987553954124451,0.18193253874778748,0.6941412091255188,-0.5101490020751953,0.9931654930114746,0.29453858733177185,0.08733996003866196,-0.36978092789649963,0.9951584339141846,0.07439951598644257,0.41530293226242065,-0.000607254623901099,0.9402154088020325,0.11020642518997192,0.36127012968063354,0.029145583510398865,0.9498029947280884,0.09138885885477066,0.38875147700309753,0.04788142070174217,0.7356639504432678,0.11474128812551498,0.3912932276725769,0.06666220724582672,0.79354327917099,-0.03246501833200455,0.3705955743789673,-0.08257904648780823,0.8763764500617981,-0.0038017542101442814,0.3489343822002411,-0.0514250211417675,0.8907881379127502
No_Moving,0.9079949259757996,0.4084734320640564,-0.22967450320720673,0.9999861717224121,0.9301438331604004,0.43693509697914124,-0.2301313877105713,0.9999619126319885,0.930112361907959,0.4525350332260132,-0.23007500171661377,0.9999666213989258,0.9302340745925903,0.46887916326522827,-0.23027029633522034,0.9999722838401794,0.9301338195800781,0.4050504267215729,-0.19613316655158997,0.9999516606330872,0.9301883578300476,0.3957129418849945,-0.19592754542827606,0.9999406337738037,0.930324375629425,0.38704583048820496,-0.19583436846733093,0.9999386072158813,0.9211094975471497,0.5058378577232361,-0.1467045545578003,0.9999780654907227,0.9213403463363647,0.39410337805747986,0.017343536019325256,0.999927818775177,0.8814665079116821,0.4320610761642456,-0.19249027967453003,0.9999924302101135,0.8807588815689087,0.3947690725326538,-0.14469744265079498,0.9999854564666748,0.8108871579170227,0.6101647019386292,-0.15410807728767395,0.9999926090240479,0.8011133074760437,0.3323529362678528,0.14412103593349457,0.9998891949653625,0.6275132298469543,0.6827345490455627,-0.17177893221378326,0.9962083697319031,0.6272765398025513,0.2675248980522156,0.26400381326675415,0.8964549899101257,0.4538728594779968,0.755118727684021,-0.2923537790775299,0.9924431443214417,0.49147647619247437,0.17105092108249664,0.11974996328353882,0.9146453738212585,0.400007426738739,0.7877017855644226,-0.3261566460132599,0.9842050671577454,0.44661369919776917,0.13520410656929016,0.09287425130605698,0.8980349898338318,0.39517971873283386,0.7541971206665039,-0.3728596568107605,0.985024094581604,0.44741636514663696,0.14159946143627167,0.031876858323812485,0.9027677774429321,0.4066838324069977,0.7365925908088684,-0.3089039921760559,0.9851676225662231,0.45654335618019104,0.15711602568626404,0.08862310647964478,0.8981397747993469,0.44841575622558594,0.5051646828651428,-0.0507817380130291,0.9992880821228027,0.4609902501106262,0.3266929090023041,0.050627779215574265,0.9987814426422119,0.18162335455417633,0.6932719349861145,-0.5106592774391174,0.9935789704322815,0.294952392578125,0.08743558079004288,-0.36984139680862427,0.9954316020011902,0.07475359737873077,0.4154052734375,0.0048819235526025295,0.9429441690444946,0.11032233387231827,0.36117950081825256,0.03246820718050003,0.9526519775390625,0.09217803180217743,0.38935795426368713,0.05452622100710869,0.7404764294624329,0.11500958353281021,0.3912294805049896,0.07045725733041763,0.8017550110816956,-0.030421707779169083,0.36830267310142517,-0.0772164985537529,0.881394624710083,-0.0035285912454128265,0.3482806980609894,-0.04835135117173195,0.8965094685554504
No_Moving,0.9079933166503906,0.40849119424819946,-0.23168809711933136,0.9999868869781494,0.9302047491073608,0.4369889795780182,-0.23270221054553986,0.9999637603759766,0.9301835894584656,0.45260435342788696,-0.23264095187187195,0.999968409538269,0.9303024411201477,0.46893295645713806,-0.23283466696739197,0.9999735355377197,0.9301439523696899,0.4050288796424866,-0.19820928573608398,0.9999542236328125,0.9301921129226685,0.39568597078323364,-0.1980036050081253,0.9999441504478455,0.9303256869316101,0.38702815771102905,-0.19790703058242798,0.999941885471344,0.9211174845695496,0.5058544874191284,-0.14900793135166168,0.9999791979789734,0.9213541746139526,0.3944372534751892,0.015932263806462288,0.999931812286377,0.881503701210022,0.43220239877700806,-0.19483229517936707,0.9999927878379822,0.8807608485221863,0.39478829503059387,-0.14632271230220795,0.9999862313270569,0.8109585642814636,0.6101585626602173,-0.15603815019130707,0.9999929070472717,0.8012166023254395,0.33236774802207947,0.14151495695114136,0.9998942017555237,0.6277795433998108,0.6827281713485718,-0.16885969042778015,0.9964340925216675,0.6272681355476379,0.2674972414970398,0.25792500376701355,0.8977530598640442,0.4538843631744385,0.7549954652786255,-0.2859228551387787,0.9929770827293396,0.49143868684768677,0.17097584903240204,0.10970813035964966,0.9189844131469727,0.40000787377357483,0.787743866443634,-0.31979066133499146,0.9852272272109985,0.44662028551101685,0.13506987690925598,0.08157278597354889,0.9029418230056763,0.3952101767063141,0.7541576027870178,-0.3682011365890503,0.9859736561775208,0.44741979241371155,0.14138412475585938,0.01990634575486183,0.9074658155441284,0.4066312909126282,0.7364826798439026,-0.3031545877456665,0.9860547184944153,0.45659512281417847,0.1569947749376297,0.07834693044424057,0.9028574228286743,0.4484308362007141,0.5047907829284668,-0.050395481288433075,0.999293327331543,0.4610135555267334,0.3262486457824707,0.05024218559265137,0.9988002181053162,0.1813824474811554,0.6932557821273804,-0.511486291885376,0.9939506649971008,0.2951901853084564,0.08723568171262741,-0.3717687427997589,0.9956815242767334,0.07503858953714371,0.41560396552085876,0.0047622486017644405,0.9451728463172913,0.11038544028997421,0.3610058128833771,0.03352518007159233,0.9550802111625671,0.0931030884385109,0.38977086544036865,0.05423129349946976,0.7448151707649231,0.11524514853954315,0.39119166135787964,0.07142160087823868,0.8085836172103882,-0.02778969146311283,0.3670206367969513,-0.07805274426937103,0.8854895234107971,-0.0027066883631050587,0.34788572788238525,-0.04658292606472969,0.901350736618042
